ag_1606,ak_0106,ap_1705,at_1605,bg_0705,cn_2205,da_1505,fm_1406,he_0906,im_1705,mb_0206,mp_0906,mw_0706,nj_3105,ns_2405,pa_0906,rr_2206,sa_2106,sd_2505,sm_1805,tp_2405,vb_0706,ym_2206,ys_1605
61.46195087089693,55.45890649661105,85.62300577423485,51.09189459287705,-3.4409008628853286,33.6145116192259,35.300866046517086,47.55411959015666,49.56805773785278,16.64150568122688,60.6547596030875,24.769316690826013,69.7988814144947,39.00584962176737,61.80223712270971,-17.445341616043237,-19.200885005778204,,104.35256900529883,,106.96292895796077,53.651200311377806,,47.68009413299154
43.76597614442733,56.05894551682056,40.97981566485089,42.69537038485609,45.381192586775526,67.08874355702797,95.93775034914039,46.73241982181918,68.69126948486199,55.897389501784076,47.21400823767868,25.196349609611758,87.68602107615126,41.22825091637267,15.247767443333473,57.15057004808561,,47.33799133599277,46.60165577384736,42.088037663843075,-37.35721641526467,76.06540776379656,,62.99320128731689
76.09787000966509,67.73088332198755,65.38734239671997,53.33800247180607,23.97723634763467,,40.50303673330832,74.51518696001538,57.70416981766995,-24.82274451969517,46.33409099492428,40.94234905581768,46.32906475873145,63.02885813561177,67.50989484056147,,-17.25492475044463,88.06361036181127,72.31102922448763,69.90188241828888,70.22878624304192,-43.90301641551926,27.54161404693521,46.930755210851174
93.39305689647605,56.34836509914254,55.8517641972237,43.7774620149485,24.42753258086144,63.01765768579604,39.694306752375056,64.49811010624347,55.65356091095873,31.89208460829677,57.41448940086698,109.3181146945904,68.43626509877166,44.70598090616963,43.77812734315914,,30.31757991179356,46.63893944529238,47.93488559290962,44.477629049494695,26.299998051200525,58.333347348101455,48.103474293779215,47.53279416273759
42.008488700560775,67.46418583606784,56.681190721714316,47.069734864452236,,41.44754610780629,-22.267202294179825,64.30508001643075,34.70973852081896,40.64914842008568,86.38425032545874,53.94801128810092,47.32290770096634,70.79915074179894,32.815177828124476,24.101705299524134,-34.442001693481075,67.68862773392769,,72.98956339220535,5.075339525788877,24.844173890993076,,65.76665701436598
81.59924796846468,74.76303767625342,74.43792141623973,63.914858771651005,31.296624448426215,69.93719492640363,31.776953637426203,80.11408861019439,24.15757736214276,52.159313259602776,28.25050058829575,46.45369485575523,49.08295805415082,50.15375919768317,67.51718198269869,62.426807980696836,25.728978247526726,71.20652766342313,28.288904486752138,54.227371557562385,74.02698289951141,25.788637360022204,16.848858160949177,113.4372332334223
59.143162031467995,75.21819806693256,88.04844584112865,74.56429949270972,20.23205667950188,67.67348592363044,51.2252925964284,49.81111039532625,56.33487048252705,36.66426205250806,50.93535099806931,49.75039391950119,78.90390401904938,68.10942489329278,39.86218212311455,61.88454364511951,15.243753292798402,43.89283481468209,51.87953148180277,56.08865841979196,65.60245281946317,52.344742585868545,40.6716646624475,52.11911667151561
47.98799321606916,45.896001012714336,65.86587502012365,51.86800035678677,,62.69518057548952,33.85143902620875,71.27050099142156,34.8413198909018,57.51917832701322,36.08016129833021,54.04047412699352,49.49180007164668,50.84174752866852,45.88769263533027,57.288397478749346,26.051356756047696,66.01624281489504,52.302658541684046,63.69413495102167,52.610871787282804,50.822046984114166,,45.67423000817976
87.1360200670049,62.620308163067335,57.8015990514408,42.19594321027864,34.00368913153487,54.92916830705573,-11.797629883511053,56.71090969967142,52.915919705256655,18.664173300075035,57.25741393659725,58.68390886128708,41.09997841186312,29.517281028425856,36.409292067755544,41.322156987993324,96.0008033421222,53.82432593049187,,65.50016637487668,62.81902805328752,27.641053168601687,53.149585852701705,70.81194898500043
34.760194396522564,45.81238003134675,68.95606435015664,66.39169413628511,46.89731610731131,74.25894399641825,16.960164386657212,42.89494425599497,58.294856845955124,41.196108121809196,46.41276958181214,71.79383732766347,53.730253328698836,31.284344948807245,46.875782579070105,29.69435761567847,94.9822863101268,60.9031600293317,8.707646499914645,52.2123824088196,58.82869283477907,48.78968289080332,49.66986106480141,43.01969088871623
80.24337704679002,47.83758609206082,64.3187201039481,50.59089445391058,29.967735648649107,58.62093089509722,85.86374167909219,50.87938152547035,84.55280698892683,29.744899807947917,64.14924885580368,47.552871489463676,49.671622308376044,49.50300392479065,46.63322427937008,63.463907479175035,,29.47826687963206,65.89100344760514,63.479085746212306,55.71231984789168,46.44726008923769,54.59622931750842,44.638406307517926
75.08933146144938,55.21089643294056,75.17131233177649,79.20435154098908,24.55738545560662,69.27531619122087,0.40008572946713983,64.142684127594,58.18902266387569,47.98151677849383,108.77225940153153,55.24098822558915,40.28339068474695,41.82083310578814,38.202312749374826,52.99620537353026,47.22013587014641,71.0949806710791,31.868920845056373,36.5252702206282,58.82642821398252,17.56605556429177,31.333298358546315,67.97046147163647
57.13992125137847,84.32770498623356,59.573695584118795,66.18053015286051,42.61994506656522,63.251133238979094,52.2863916052014,64.16913055774212,49.82550387660869,60.23270494612021,57.03553712997256,,38.36580593182137,60.96989464526658,20.348511157061605,54.01747866712107,72.54116857729792,77.64981865789258,21.012734058068716,76.4451109183903,15.445515929151497,46.75869538441823,51.546071921658026,52.772507480960044
78.13571881664753,54.37394921415604,82.36243916871265,47.19427691571104,33.88776446980357,70.8063570795241,5.291670484046765,51.237604952456834,73.24329163720243,22.0579508086676,61.67400537601125,49.557017747220094,38.98166210585251,24.058366104758917,55.549139579259005,52.336018086089396,59.36101686424793,86.44922062351054,27.10478873357675,48.05544579879274,60.306928419900935,,30.57925624054836,41.441818972802665
53.980746498048205,61.93136954584969,49.14065765835301,52.07842530464162,15.882858302178715,63.677851478613775,28.499307759521244,49.008838156595345,47.6221282319289,38.666257578415575,,29.58911663604107,43.73778748563362,66.59877174487535,66.43546686099764,28.96104323619521,50.06490556093593,41.18445376278683,41.371027458083084,43.26992682588575,48.920704325460385,47.0607778158529,52.967693133523,52.21685755363811
56.688057980781196,61.26520820545085,70.2276330140099,60.533205557271685,39.93817185647701,75.69667611425322,42.08240140627035,49.71662593293287,49.07324487379613,40.44212698343443,43.796333026918035,60.55078890297687,46.250039416538186,68.60803162137687,39.751360403539636,55.53438542966019,54.441051116619064,68.09350325822007,49.01294986838015,,55.85259727923843,39.744297051783875,51.66606655723302,56.099882565217854
81.76053273331216,49.47761841971389,61.86571570911056,47.39589509460642,29.67127892148845,73.69859822924442,36.097297715006235,46.499945109215645,44.60414267448347,22.051520049196526,59.186897878099465,45.288166045834714,39.471843802585084,37.50561289960507,67.12293720689006,38.552471889990116,57.009336583406395,82.15050776395123,30.172292054822734,56.027032231805585,9.662255526807968,48.02938214831761,43.04041794870078,33.61404461948855
61.483524082205975,62.144773600069044,56.53924640595514,72.83770519719042,39.09273728283847,48.338793866664986,42.43448408814015,55.70761681854002,52.57941503053571,54.06940413126965,,22.507471173847307,25.507427783823903,51.36509475735173,61.28196333423709,39.7463046883979,69.44953643995657,60.296656103026066,42.927873462651085,48.73023093114078,59.233709349283195,,28.13083571535911,37.78789684174805
58.330180318158284,48.662174213464866,62.198143396884646,55.06936192040961,21.483146890921343,73.45264323971567,35.51208581856601,51.561442209902395,81.78337517931281,55.131349705316936,44.8458767229176,34.889700370192195,50.545009700805736,45.242555371123686,34.27527634996095,44.89620895851816,75.78681024477123,54.013961695860786,34.077004160995656,85.6818729405012,58.186417211736504,,38.85191043406719,47.66311288891225
53.08817581608963,52.436133887870994,70.57804682683145,42.80952425204558,21.561792509535138,52.81517577822339,31.878412526783194,52.08019348543307,43.79671683078344,46.1677454766336,51.08857200312346,44.2633308471253,40.311913975659365,38.7164517102639,67.84526130937432,70.77604653017256,44.03456225425006,78.81197105434521,47.97802326105769,40.68228496961969,67.0001562235419,40.223129695957965,53.06477443103026,48.577160697438885
73.95838857181538,49.7110673142371,53.41456956407049,79.9311348850581,31.236033408239237,59.812349663436315,50.055405214904894,68.81142107302229,43.36016687682441,37.79942496258982,36.52116019496985,61.56566547075532,45.53535675451394,41.533478104552216,46.04875588037251,58.121331317567865,40.14868226717121,65.13083697780928,66.3682237463567,,38.55843054992479,48.62705396812022,52.351863062219536,64.88703624733348
68.29489271713187,56.72972764583217,67.03439247446613,49.58565624422426,14.44157465243795,59.77535362700971,78.71722338071089,41.78355815608245,51.250648998799235,50.460567245198455,68.69877874520664,28.17539556307895,46.807158779368734,43.161125437695176,56.902038357640876,63.110352905878514,30.736007327629125,45.43641063532692,54.53910228876069,72.67547311397932,71.07692467338669,52.15953587143629,58.371578452480975,55.295384420895715
55.74425921736892,66.09338709997668,60.85904941586304,41.24694436135886,56.96128731483141,64.36966861225963,20.34220236985469,57.08707204957983,52.737381455496134,42.18433535780703,60.01271050356393,96.26959650314697,31.15895858965381,48.7925668515999,53.61054906971309,56.86374948173514,70.93326774191578,59.90903338050265,25.326803957528718,59.47034303801889,31.581998054377692,57.25063078521529,47.08919924340739,51.19402887733163
56.52167685957693,59.024304902571856,50.09369110552085,49.0755760398741,28.101112957311457,63.750615155546676,63.52449832048865,49.37210755408147,51.196509873724196,36.75127596840048,43.16196311866986,61.155882116304774,52.72981389565362,55.99071926289727,51.70915182566988,32.48435388549221,77.46024120825477,75.91750351556982,41.62740215229773,54.7702940395164,61.022472310648446,8.742682262506637,18.048586171079663,38.13742173469811
60.30951081349362,57.609273471946935,63.66218706465844,36.95620401045338,42.11638179375812,66.92219111667957,32.25102200347068,48.07873528259107,50.47484648318651,66.69710153599178,35.20487076046115,48.92897623118387,30.590797412046914,47.50795416475296,32.05904814661305,49.1691662012463,45.38571828498564,86.5937588576546,39.889921663848085,83.30114701278919,51.95052984076304,44.235924491497016,46.26370615728902,49.94722430074866
67.50859241230489,68.94138641454758,63.940398573896275,53.65129780635126,25.280803046150794,55.52804114965846,51.7958712688493,50.29105263064285,59.07134196622968,21.476783539340815,51.99582657739878,73.03190351138504,52.31565490506634,59.963714219838224,40.92377780044849,76.3663451292987,59.61083284331501,46.614164809177595,53.973869472526886,48.00481399793277,64.42095636120013,50.82876115330805,43.96710272077412,34.08420710040204
60.65569822003178,58.72723811329888,71.85874491569099,37.99293896312619,32.586122676207935,55.64107029021974,,58.1364576396351,44.80672804999064,32.952256053184776,38.63828570191288,56.84797800176778,42.006680047981604,36.85461941398066,44.435471729445894,41.00146361017947,28.097832149066846,63.16269593876924,20.735911114948614,54.648449363730585,66.62941231330348,31.644477518407225,47.62264473741325,51.78070550169279
67.848249909041,61.081124130714315,68.90147417194002,39.19869884357373,64.72439088789743,69.12720166279692,40.083778999223355,35.77921445632143,56.70836813189315,42.59935012311111,38.5108097808471,37.75911550153131,27.52183573266294,45.42382692866639,52.128257940433954,38.91450817321872,38.694772289265245,87.40000429843656,47.89349151493573,65.71436219570168,39.6319244588438,44.68358165726018,48.3739366238168,100.41779979866887
63.549133450102715,59.844651484366025,53.920228321123304,55.02707419056699,23.182139069924077,54.61986049301808,46.73539603465318,45.06194840715777,52.979733002272,36.859684993455794,39.00368029707026,62.0834846141652,48.84224040426582,81.3429307318967,41.787514023388994,48.946729543704976,37.60038781092172,61.56280285808069,17.77301073413038,46.50188189164827,60.85035062047225,32.76276023091471,50.557240547566266,51.46451262475564
54.28623175908206,45.73790358918589,57.285399308816324,48.95024442621193,29.417556336349307,77.30936596492768,5.285544839438774,77.94198737093836,60.54660972756551,42.39433874823206,53.19759094051971,48.99415782577926,54.58459310742492,57.67461654470034,22.19306744085163,61.58387014326799,65.41706678014415,66.95950423100987,55.74876782784553,83.4514640448419,53.42991592543091,53.76502060311708,34.83510992362234,63.23330110498654
59.70906452977226,54.71203094628697,65.92978329317731,43.7433170472255,58.8376804295721,55.26283777649016,28.520102326913857,41.029502604955,49.89752247109722,39.24148524969734,37.89756462630828,47.12944478476254,49.520929189383594,60.18217985760657,54.049702056643625,48.77098444826284,72.2727258817086,74.02691548568623,50.10860283555721,56.40312869855945,50.26241127029501,51.46082123225584,52.62254292446514,58.05451307308458
49.98527229526067,62.53504626446272,47.97016000215912,52.0558529432132,37.48519161138604,75.93374330250172,47.80374520253423,48.99110200723467,27.86440725795849,42.38342154866753,29.50572165878546,64.52965388102949,52.34927211170145,67.17522939385212,44.55163965045914,63.81357842978302,36.37362339307873,45.70131279499833,43.78991410679682,50.09452627608361,53.50908336444937,18.199972382663017,44.38957698118618,31.123027929101852
77.77427124267982,66.8581958695497,68.23855257903665,69.86251607591589,27.535764123495014,69.38177249471008,32.2744468009696,54.63284280124675,69.34802288370695,38.04483478435641,50.21186375237536,56.4899060619345,30.70380117874986,36.57850388533359,45.828571494073586,64.21554847432218,36.02115278749099,42.344949708501176,31.944011940833278,67.90407101940077,60.09458932683369,43.5612998096376,47.94937228655043,74.81122070501688
