ag_1606,ak_0106,ap_1705,at_1605,bg_0705,cn_2205,da_1505,fm_1406,he_0906,im_1705,mb_0206,mp_0906,mw_0706,nj_3105,ns_2405,pa_0906,rr_2206,sa_2106,sd_2505,sm_1805,tp_2405,vb_0706,ym_2206,ys_1605
56.822709194370276,49.43107159462586,73.44367736470213,47.607690994116474,61.044392040685324,47.363551163618496,43.46049997371692,72.68418214815956,57.32902550613413,29.450430034433438,34.19758121332745,67.54722341030964,35.488953391440816,48.16621995394166,34.012208570513195,69.93351770679888,43.57989754967379,87.91271213995667,12.974386388545113,43.31376827608777,49.882690989078014,48.66873844742547,48.022997201467746,37.181666425992546
44.11543281269573,79.38755370577567,63.25007786198016,44.48654788724511,23.31940532976637,73.8813672912063,45.653160860033466,49.222405647498945,84.62951119539802,44.463015230575394,36.63063169543598,46.25742910001003,44.79086848416404,51.17115639845089,93.13437163287945,44.76010000998066,28.811333117945452,56.57157311753468,,63.335868353290586,76.35719717184062,17.254036592553515,38.07733991028614,53.577681904682905
70.06858224544256,53.3744026590669,51.85546766065008,44.322625490895824,41.403210850501935,64.70499273030299,75.41112350000097,36.91144817884907,53.68595089073848,39.76823424639519,49.3144703423475,47.68010052295526,37.653273090315736,53.73086410526432,41.72845353313686,75.81730243765399,53.29976658731792,59.35404562274828,43.27983628782663,76.59033072830282,69.14022406874346,54.838322184502175,34.8827633187024,83.18098719274963
59.22579919899516,39.25039128743761,67.68943400993666,71.24798317544261,51.89708348168489,65.39803901033326,53.53013948578872,40.46811736578519,72.05122001328344,49.052498766084675,48.59957733660133,54.3160599331528,47.70418570631932,45.268872561280915,37.98235565261969,52.75254142100427,77.95856096018791,61.532662997787725,49.92588669654184,43.21929305117341,37.80635788644727,57.09864878352997,39.86069577035316,33.24543230100818
69.50175200436375,69.01656066531666,50.31654103214531,49.24737738957808,47.43479177424898,69.84333479259159,47.800890258064555,46.92164152370974,45.59972517219161,62.93846530044304,33.88639925645873,32.63970185408607,53.759965246960945,38.588143706184326,53.763138695498355,59.416136422126186,61.89260890863429,58.429871021879556,35.984696424961626,73.87759987913014,73.14215584563166,51.88891910033381,50.69265269891801,88.41762488512711
45.02543148186223,94.68865255454715,58.47488426490588,59.37671574985202,49.77208791940312,45.062519820921295,34.69111530414004,57.85270597397043,56.84293442984783,,46.30087974385801,54.90749957564585,39.26733253890332,52.21165394002145,53.96698619276914,76.52711468118967,43.27989608053932,26.242349594994593,46.644833707949964,68.89516550647201,54.877881392562635,12.710443544703889,29.16936029137257,52.95181846238775
38.6239818046667,73.21343480428942,55.186916326411975,53.2476138717177,,62.65899990093654,47.98079701892762,66.35529187513703,47.2749375639676,37.52359000848596,59.192513734775154,56.947716060748085,53.081442602262,39.92780320702755,46.707525182887096,70.69150931798004,62.69343836234037,41.85076982557774,46.6377138636084,80.36679522928331,68.76827422801003,36.24437429202794,45.294277894786404,58.99050419634345
81.14673735450745,91.94173696528047,56.351094608372165,75.96046224060365,31.834868490168347,63.26645232838483,42.393160958947746,53.31309461192423,47.441489291322526,42.058430268633714,44.74500062896425,94.34503261384924,54.5347772777032,78.0874406009013,57.331238880869435,47.85044056287195,64.80065408612751,50.14596556112115,49.22025835722351,56.806159639103676,62.28991321312447,54.85870941403192,42.5902920899474,49.4557999467778
54.73849878293797,46.43370791890946,64.2877633771024,45.08747656009797,58.39298863064032,38.111374440885584,53.59573926669992,61.0772443077724,37.001786468524145,19.0819789117039,48.869724326633886,36.43802253516256,28.989452322393337,43.77253907345613,70.01041976606551,60.17283553823559,48.56262583020961,78.83703599345793,59.459727770472256,48.6340054633492,52.75147524199562,45.71229866383918,58.89358493237002,80.65903728264425
78.69056425029001,69.8154241837477,63.807662130289415,50.59359181804117,17.622420083741716,57.70285756715318,86.91204643493109,48.38110363123204,59.141276678499096,53.110337544996945,56.48217271849901,66.23014854911749,48.435291189498486,36.95165190166372,51.932662369574174,27.837871180305996,49.00582413416939,86.65674562767055,44.73899717832094,49.09221038284956,62.43838739874317,56.18012492723041,51.75664735771136,86.85790073767375
62.5029222402969,58.3276990336383,60.860053159624,61.70074192583373,50.593752392974295,52.57894031454245,49.77693058312708,54.79359833054029,41.70299616430272,55.23907320029615,53.22826865996454,45.62172905237443,29.644711338555457,51.546615601306215,37.049324346670105,43.39529347311644,48.68688812247157,65.90755240627624,36.212272736546865,53.24250946133276,63.21941104842147,92.94708100049968,91.10988969947944,23.135167433043904
54.38205278516236,75.71230106342168,51.00100238112819,52.83898408218687,24.73777320025208,54.5767331044609,42.308669780984744,40.68484687000819,48.9060465916035,38.23760382045934,33.75194510132951,35.858244053353445,50.85928851233524,30.360627832518645,48.595262707812154,60.741175943653516,70.66867110966245,47.9891367418432,27.66366130183895,39.846120611997556,58.69238199203076,25.49906879219085,43.555721793644395,38.100474203459115
46.658116515472585,64.35128075946575,62.61267574706328,76.48760695376706,36.11836038520535,60.376744014205016,55.87917121085124,60.826399710422095,49.16620656931424,46.28488197451278,40.198057397854114,55.00858464998665,30.538044240463226,40.77235840803809,58.10721452884421,50.03487611399713,48.73910535603301,41.682662457401946,54.83234305565459,77.43333959909005,54.19248686023544,60.016061117353274,55.53110857244329,56.32987224791039
62.99688858456474,25.600881334567774,53.522103610262945,56.36084291414903,16.67183849326169,57.25742855750379,61.22838759253763,50.10539504317377,59.94916054032804,48.44796610288485,54.57958473895683,38.95001484909935,53.939927562081664,62.671755104072176,45.47616115744542,19.94298219904195,55.93080912647915,16.563864940543937,46.84055839677202,36.06332078863083,40.53812357255933,48.754202881382284,50.55320134995084,46.38266102890327
49.28902757913613,53.20312962843235,77.48545511176928,60.63873240704316,47.13557981934001,59.75938326663436,39.52072415796127,42.699298218526934,55.03332676943127,46.10396903286768,49.18429101994265,77.225351554579,51.222328530171325,38.04670587794118,56.489171399551836,71.01416740868358,42.458873014506395,59.38602407007928,68.21342684593976,50.15868073207219,56.554654243336124,30.803130683763495,39.718973578775135,50.985477376725825
56.765387329957406,67.39296641079915,69.31943249726099,72.90489590359462,20.982299000965412,85.78667119125708,49.09243434728745,56.36974651956088,54.682717609381584,63.31033743213281,52.3918232995579,40.450232054923816,29.23767163390372,53.61647659031922,49.410111786163824,40.93188390810998,50.53404217398179,65.09944050443079,39.60588322530204,87.56778411944615,40.399895847183444,39.47886140687892,50.94379113740774,27.099558468560673
82.21531679323877,48.88059944602672,57.05933635013412,53.81963594552382,50.55326125759899,56.5677427122668,54.556741682232044,31.935908229276,70.88158195980081,51.490011076587976,50.87834348415287,71.0675099617927,52.71547869781537,36.320639342633214,39.69639146500366,64.44566462060239,76.73738841477339,62.80153870907304,48.20291217960115,73.13692406971597,74.08533267822352,41.806860248325094,49.3196251762956,55.4659442851644
69.62319185005121,70.91855959831236,76.73843853867777,47.76367883675579,24.073483183410346,50.78811570297111,43.10771318252007,53.748787180211565,44.08510775467157,39.343294303643795,46.6749928898121,61.514536322359525,44.9930723537739,44.54077519006674,33.96233033954,75.28841062266032,63.603197362164764,52.09712429187091,56.12841704778111,55.48428535661115,60.448792782016646,33.18866791441384,44.31665306245837,65.3212596267294
40.5741560266832,38.10315484085946,66.84335893118183,48.771401527520986,44.03669554937824,74.75770001631182,26.72805329045111,49.884939377946154,46.77149094342458,69.03728949917387,50.859522482508396,34.70126034776314,30.77363861438521,62.391009843987604,52.26207245431216,64.21265026858107,69.5253840260479,65.09391241228607,48.20412090547103,71.19104402050554,40.3525369370291,46.27851524023485,51.54358799382453,59.19385839223297
52.43548858715815,63.12120090838572,75.65739861322574,53.95155969461567,24.017708738709374,68.49474757325686,48.461634267790714,58.864054365320655,37.11747153388545,62.73786117493878,49.501946510693294,50.04470298636496,51.12522650053407,49.146801802443065,72.51148583599266,47.059895836188744,44.32429445038747,34.67117995033763,45.97855162925293,45.4092740200263,43.243466412249795,58.76583875682837,42.08290776477192,40.03325253813742
42.31849459540298,62.55589882589169,53.62061037186652,72.07560775720864,34.35278804508174,56.67877474890139,43.14211784903601,60.73142716009677,46.03511585137396,,54.213017055961416,72.30631316185615,42.37098080045266,44.24902479786063,36.77070605396467,67.14262413319004,56.696329291408034,58.139095396386026,45.135748463869064,55.91956030502855,65.6151734035148,10.912013027916135,48.06792616214932,53.85184835557489
85.20169680884918,70.25896756079462,61.48300925800993,63.04372360344794,32.1064671306939,61.81160329120936,41.44695548962389,75.68403664259645,18.912351464920363,20.021520656162338,49.685309776056805,52.389698931361515,51.27759042727189,47.81713699056874,56.547460785903766,67.46359063661025,64.72593965439268,25.12027342652914,43.148637602263044,90.80822853135133,71.28375527874377,48.42018711719473,52.44814532731661,28.672617892103005
25.95397501778305,52.8362460049067,61.708974731381275,46.58082333880378,52.29129101320298,67.28107925750913,44.01281080383761,48.258591632653236,56.11544910592049,,48.636946120867094,81.08975879317649,37.617630430541624,84.03200942728063,47.23573659937453,36.0098506432155,76.26792120622271,59.8803227480536,46.8820459230369,42.802674531664465,51.395555960844625,47.188659947870576,52.012798627598286,77.0651275218435
56.7603277951693,73.50572395535197,55.516038358960245,69.79955028688238,45.537687830211226,55.12067761583393,29.928006624669607,47.084327692293684,59.00681472460745,76.21529004548674,48.036095996375224,33.83450276104915,40.328913229433766,49.131043560010454,56.42343955717935,66.48141606795316,22.460829429232916,69.4258957060483,,71.91151174819277,40.908115825245375,47.480028708444976,40.73495791178679,55.90006648839609
61.0155746418684,49.84485308417304,58.39720267381176,67.28958509050653,48.90318654782335,76.90088060712982,55.488539190667225,58.69253083116017,57.262537186036795,58.01590828948866,51.621212293667824,40.85401777765688,54.115809764803714,65.46336777936457,57.917577744512855,63.13694903793464,29.5929561886729,35.19792659163949,45.21008592396404,80.9128595132429,70.09423926658937,60.47576491025161,57.62804837167717,56.94186657059642
55.63150388237031,67.08374645652353,65.44308311033903,59.682744346579334,43.01600091425651,63.15298868558258,26.525118531843656,31.399940825931484,66.32671898781759,73.95612022008034,51.8633428104693,51.903672761945266,51.54391714380171,68.13034934513324,69.23803681828167,62.101182354143404,21.775749876820257,66.53038512405917,40.98543222329285,44.07096013211266,54.83075820243252,57.80024147182857,48.150770721024784,93.97745055382829
74.14118140774073,62.95287956741714,64.76335638031175,57.11587859188583,45.40382307067016,60.1901574347244,54.20557910210718,46.28011680199367,66.1121153346948,50.14188562522715,44.99005332332848,59.3399754861444,37.344907146283404,43.98614584856449,42.65558331334462,35.988789243648895,68.18337423708454,75.2849565126128,47.28653136215402,81.78354999849793,53.83657955334311,42.75458070331011,54.19088655157364,28.86359619611784
78.33011975003424,43.217851108370425,62.01425014008721,63.628851009989,40.526374565229176,54.1232424226794,55.86740393745406,57.8820300893985,66.5384922112665,57.127431308974465,46.4075986146617,36.77055601151653,38.204774229884094,37.12448063150583,52.65763114035036,64.86381839088487,62.02500792153893,41.25378895343789,59.35507581756383,56.719728126293646,62.87351543575672,51.815505376107524,54.740590306639916,59.3112173383971
44.333433850546385,68.01946221873035,61.40630999813942,,62.373295623017626,59.14500290702343,28.50335888645841,50.669773789783875,49.64247050031243,46.94281529827804,49.22447738682483,46.01272883495465,42.508837711536046,45.273002605854884,42.88836634230624,52.09715523529023,54.787976538797466,65.6995438044808,36.49571846326084,62.28748532488343,58.028568956833205,54.88397867288353,54.100313737679116,45.59310126637973
35.37054205645234,71.39197844446186,74.5815457241236,42.209235993715254,31.981352256797308,57.407661124221235,66.28884973371379,45.12760381111963,71.46062554820202,,45.41177530318609,58.05078239375602,28.690810891539048,62.60855346606277,46.642770257570234,77.78930982280161,82.0699400591249,66.40679998520207,52.46204751855682,97.16108741313845,60.466403511747444,54.20141043217912,46.81419217306957,63.304939731189165
50.61458683236668,46.9513312671687,49.656104515422726,51.302199392768586,39.470507691698415,64.89041407022415,41.40020450319756,54.656195338931795,60.57678186496092,58.65120437990319,56.08531914453376,52.466638756587365,46.213936982492825,51.81923527886593,55.982611976508636,37.150242004433224,48.24626815016144,55.32900795220209,47.07958551931246,62.89248855307347,44.86916465578533,45.548757402859394,50.86315474936538,31.96986067301654
82.20572365855665,75.46829796590534,49.860321876332776,71.15199176320812,64.23103131019025,63.70041582773976,51.21604029355139,46.93165679898874,41.42727267325678,25.171738782505273,54.74628310078518,51.230953672765324,28.0650708897125,59.53218810206525,57.72827387335131,67.00667359114922,49.44426880229349,69.07977808194795,50.771887840961156,56.842494225441285,66.25145941271711,51.1839060598238,46.23693686271855,57.88183676180081
,61.11508199605234,66.62648345530937,64.08560770775324,,74.35195259302745,55.96333657305388,42.80057623218491,58.253057262566315,45.84276297486371,47.061226071181835,32.54575637907115,54.03201954399597,57.90697028033007,54.35185784453044,64.79364210368466,46.54539310850595,73.83967494340595,54.00608846701592,79.08628930174771,59.296121397410616,55.91125688832682,37.64390854984744,69.64268708639567
54.86556428090759,64.34238125243704,52.91123805768083,47.47047330562008,60.89640619959175,34.31767151523542,62.96232208022613,60.328133741731975,57.531548347052066,54.26360681740451,63.66077216170909,55.760183555943115,55.601960193426066,58.57710685088324,25.471904990870783,47.94336258337309,48.09889211395182,67.09311527119524,47.391160023028156,45.69436118638562,62.88764328786521,53.01094318876622,47.547353193057106,45.39041856762685
46.217636685301954,61.68495571288268,63.154839156958204,34.02852034439358,50.98088170133734,81.91321101054581,38.17420667443196,77.09711800599756,44.643891344445066,54.30834410253608,48.61661929559878,,44.62464545280139,40.9847087732424,57.351882422988,49.70002107282578,20.657749141242462,37.424791592505585,42.909817628540225,,69.49530081328183,53.47616941720467,50.29895660710609,58.50918964074769
68.40465608185087,43.30661550523037,59.94137928453482,38.378608445928535,19.226970005413676,54.204006896387334,45.5015271885308,51.49508846200251,71.31018892620165,31.004216434936573,55.826923984311456,52.29759529284788,35.34237325983324,33.371767296245366,51.16557405245844,65.70579849944635,48.76790041103649,57.49221876594216,43.80823617382255,65.07362418875815,65.77549459215686,61.93540415172657,52.31731512295724,51.16503542384585
65.86404184857886,44.39849673801591,50.555228904720366,38.66206309922311,51.70757077638885,74.67081056486714,43.81359932487794,45.68386877737251,48.989548510902935,38.35003522308037,56.88369532245422,63.81719582936011,52.274898353566016,60.324978466123454,69.75253760117714,30.845358558083362,48.546702634881456,69.06462055906675,42.3347968226835,80.74535070644266,65.27516781413854,59.6477633917945,52.9083283419975,75.26344231051412
55.298786260310294,79.4871173597709,69.06931406414495,67.10388187300467,25.382639877854032,63.34810681940436,47.181886562909924,55.31455972112924,76.98204182397302,36.03836099047793,55.397828369707526,38.511173279926254,42.243016563970514,46.88432974216917,,41.2922536273869,79.41959753956795,48.05875633485002,52.05020058085204,49.59202141290676,69.89046486576967,54.32316349078198,42.30608290368157,51.99968702223528
76.20299322002924,60.55952626220659,66.569883985521,55.49460606575562,33.08843563993243,64.85316664194059,45.58297551228773,59.609548407616884,50.30897372953022,37.92239676002744,49.96030585834747,59.599573214797445,27.216799299402414,67.79069820146267,48.036057778921744,78.24639738975594,47.52737299934901,61.00807063922371,42.54141702120488,61.71820417115226,53.80346959891087,49.90931583259548,55.32022952210633,43.87723116821098
