50 deviation,90 deviation,130 deviation,type,participant
-3.689828311960812,-3.122668677362136,-2.7306691454962695,passive,ar_1908
-8.321013076374586,-6.079952880225533,0.6966757535271649,passive,cp_1201
-17.311779024571077,-15.489308004948223,-5.65401247675637,passive,cr_2106
-18.708553090484457,-11.35540255925828,2.602208288765951,passive,cr_2206
-8.223163513817493,-19.032246094445636,-21.758567228233524,passive,fk_2510
-22.749530958009988,-3.905258455032803,-0.6833997976779433,passive,ja_2610
-27.283758624144475,-23.145020860144854,-21.79258688587781,passive,jl_0211
6.866312902045734,4.933585834460639,3.9202857121577837,passive,jy_2206
-2.9266114592931642,-2.5760167436206802,-1.2928346526688315,passive,ls_1201
1.1762275992712456,-6.87510208045245,-14.103591268095137,passive,mc_2110
-1.5042798881094421,-8.64413845381499,-13.783430966246629,passive,ms_2410
-2.939838119172002,-10.100059222758073,-7.6469367116837885,passive,ns_1311
-16.474892133776887,-15.059286973546227,-3.503085708729355,passive,oi_2006
-4.610632786734794,-1.8185994683300573,5.1972776353017816,passive,pa_2006
-1.7097041205001238,-5.175048088771185,-7.354165294232684,passive,pn_2106
-6.339436486183042,-2.792052145756499,-6.831387960322338,passive,ps_2610
0.3652948949879286,6.547615842256271,3.9940027529168196,passive,rk_1201
0.6036755246330908,-1.6034830234214712,-11.33440912306502,passive,sk_2410
-7.567205972261643,-9.115736333754482,-12.969062504780549,passive,sm_2510
-26.03486762236467,-25.727300461269724,10.126830699815294,passive,va_0202
