50 deviation,90 deviation,130 deviation,type,participant
8.497577867675366,3.5401462093284293,-2.2222626697007932,active,ag_1606
15.88155196419165,19.09063667776946,24.11876197109936,active,ak_0106
-5.686604808011057,1.3666155599105898,14.53046443715142,active,ap_1705
-2.453786852945958,-4.00230778098964,-0.6535687461995328,active,at_1605
-3.2330184612600936,-3.6807804766563366,0.29027204248339955,active,bg_0705
4.850306304049818,7.062446337480304,3.7522481708226216,active,cn_2205
6.570693054156905,-8.164957386056464,-15.811732136672854,active,da_1505
-1.0225462319021021,0.6983016451297613,6.007267273204444,active,fm_1406
3.784787839098922,3.2121443046085063,-2.822382712457371,active,he_0906
10.724890605123374,7.614201979111135,6.190307887788669,active,im_1705
-6.484895186730607,4.207911328782645,12.092435469148047,active,mb_0206
0.5250021063392069,2.8778600446891254,2.8205985667902507,active,mp_0906
-1.1209932921090782,-4.225206031842779,0.3852788541660039,active,mw_0706
2.8872273560799333,0.4024793099077925,4.643304443384301,active,nj_3105
9.621610359303116,8.076599172340805,5.633045883911171,active,ns_2405
17.48462925586183,6.960772637549922,3.47710303017096,active,pa_0906
19.63269622691263,17.537350192974614,4.97871062376778,active,rr_2206
-5.138798200261524,2.1493185384208786,0.667719041113506,active,sa_2106
3.0991330539392115,0.550924934231875,1.337396141641594,active,sd_2505
-4.131812339601536,-2.670971737742096,0.8668246407370336,active,sm_1805
-14.785431106200441,-3.6592997977188073,-0.1683991645676887,active,tp_2405
14.988151972902953,9.798684977525502,3.2286601239875794,active,vb_0706
9.91681192692721,12.984800646538549,3.9403785390534614,active,ym_2206
6.6650751321285915,10.262820100166083,8.615929627442284,active,ys_1605
