ag_0906,as_1601,ay_1506,az_1306,bd_3105,bh_1506,cf_1706,ec_1706,fs_1011,gs_3105,ja_1606,lw_1306,ma_1506,na_1601,nj_1406,pa_0416,pe_0416,sa_1406,sm_1601,zw_2609
,-4.579698549856364,-10.343245170381174,-14.686488116685936,-16.421433432309485,-3.68636049650663,5.582497267899587,1.154271780462679,5.476528790741167,,-9.348323129157023,3.617431371638837,-0.37793063323125864,,-2.7257468745960267,10.90664085152713,,-6.16366666190072,13.741232050714004,-10.061003524226763
-2.2285745094945923,-7.979202832877547,10.773598450197497,-14.992354825764831,10.118619920890183,-1.3902367631385744,9.350166801807674,6.178661806296859,-5.0135722858586576,13.581550204933876,6.563606072336189,35.32647531350146,8.604975047411713,10.761231573367056,0.8135734611605159,13.213138255533302,,-2.900150020014557,25.324236067548973,1.4203147174305997
,29.26894560861713,-8.56749909083726,11.184226588702927,15.830907608318167,12.079675013155509,7.309344635143077,37.18462382681207,4.697981757721777,2.257935915509151,14.43203421300921,-1.6196721834694294,-3.413635207988989,2.0802375349128823,0.9768078316674291,-1.0669300989808477,19.477146225510367,9.100874688413327,18.042167650481503,10.277067684914034
22.106005380366668,10.342943795524832,15.73596308831521,35.05262874731636,3.1455723486640323,6.727711252058214,-10.714077438869225,14.061268431530706,11.063362063582147,34.10444776832097,7.486174109842551,6.5315566878916655,22.750290693309964,17.507264300941003,-1.9828016372360864,14.19963167111979,34.26408493260456,23.624132819377365,28.752308659932815,10.980721747627452
18.310082759350422,24.694059711880342,7.517204273950114,13.69324684997703,9.094177954763627,5.800328346135927,-4.538146684227296,3.4181810187844803,4.375548951948957,11.759878950170275,15.127596621111302,18.245017829272747,-10.88947162728612,26.582732159021006,14.81448789183672,37.532421060792714,11.832895277562955,17.94308442774812,15.918511898564788,-16.60542375849427
5.665997923827415,7.61467835904018,17.17840124589103,13.995517524307907,15.743995177035771,2.235592855020954,-7.42400389077352,34.13607044569815,10.318848401692133,39.733333051189774,-9.930752591549453,1.4529972302031418,-5.685304209567846,16.949996055295465,4.97550943964076,26.197620416957093,8.332343176674122,21.25735933825547,25.148719676445587,25.923400124877716
10.752935524987496,-10.944557288102843,25.109046813824243,20.774246928015955,20.54557065831598,9.442328187981403,-1.8416666808159299,33.121440098134386,4.131688015509752,17.385583208189928,5.122654116205897,43.27487160180103,24.26205857156917,17.697703733882477,24.41735726596967,24.076384042808208,30.78672590164804,28.889980078898247,13.2649062286836,28.55792057452736
11.216624944106059,7.254077529478064,16.58139805557206,18.012683061637944,15.864413922970428,6.6967808154369095,-4.494309301388483,31.346247830758593,16.292507398326663,10.17970059224455,15.776311846322187,25.880315444738297,-6.519124180520123,16.760903265388336,2.5437534463372913,7.378658782984658,23.008784560986882,20.304556784771762,32.97469417610956,-8.710875216318769
20.78073344596521,27.1947947656724,12.176658257512543,21.818244987183135,11.643523767722638,22.823233866377123,2.0552472708784677,37.96726551673834,8.79581084040861,28.24505458375981,28.353428505117385,21.2004881597628,-13.621755866369906,13.919547545433161,14.559435858611494,43.94336502646638,13.726374764878358,13.610492570617446,24.968515146828658,2.801038794096808
18.6194590240149,41.86220240240924,24.5296659696792,8.765560830499197,13.098123971864013,19.75926862207163,5.745361952960874,26.644773358975712,14.108022023531987,14.39872082149978,9.468982256365724,9.248689122826569,-10.092249812245072,18.246581519669803,57.63928038665547,58.70936708773121,21.98304199319,22.94048060553952,17.1125271151692,23.93341221590781
16.59114138395013,10.265399326997596,13.954486684632847,6.248590267952039,9.35429649564341,21.281438475925377,7.110665530553646,11.207204399915554,22.10481258305751,11.670851153344636,-11.97985246040745,,2.145955743396229,25.77924558430231,19.669766899292107,29.97358358101875,26.130642351826694,34.29592835856205,20.145012432844858,17.868225237076246
26.222934164363917,32.04586820552797,53.42479982890479,22.074400432822863,13.36024891979719,5.814094386221711,-12.945970053476628,13.969716723544515,11.419487999806751,25.813645714961325,7.703122236176242,9.262743416296818,9.941622907420907,10.888554733298733,9.796300174431039,11.257950842081769,20.366388445903254,16.41095621933667,27.807009947316622,14.556888028465082
13.696570609966614,8.879266737187994,2.6450933259199303,15.785549976033366,23.947018549135553,18.693382526144084,4.456488938681275,11.537004471150581,24.04337771118877,19.739393836471407,23.487119263950333,27.0417646599901,3.6073106630418366,32.797562000161676,25.894982364914924,31.38171327274977,13.569204473078173,13.754996678317305,12.411793792751098,34.616990193378086
20.58838626938926,14.988441916133382,23.518168590247917,14.701567917979887,9.647226738664799,19.85836737416193,-10.538474056154087,,7.103446464086403,20.883032861160878,3.930309877647968,42.115258569626505,-7.860424001933225,24.737474544132944,12.578102308344398,24.847731690974555,27.8376870613333,14.805854406268253,25.273109855092464,17.6420630933098
29.396931550539957,32.571548527385175,49.49230666603085,15.761893075386297,20.484666871328514,32.34568645302127,6.069830713719657,17.412369071748955,18.03028610952083,25.57348802086723,13.340407046589739,22.48580400663063,-4.3171848265131985,18.12169894701296,14.356257541125032,46.75133279465214,21.49791794898094,20.625933815971024,35.01699450725021,26.328519962163515
22.126548193949162,19.987896958192852,30.894618087885,11.009204805405957,16.449856724894072,16.710487470249582,6.041413806956953,22.735212951088087,28.143633571966294,34.268041413264285,21.64585410958275,8.447291353204363,1.71559302472199,23.68016359417048,16.710828401508323,21.853599133056996,31.901939229463906,25.14204581650222,18.24075318212229,36.46884003222537
24.918025727175433,16.827826404666297,33.167423855642404,14.569508535682218,11.636183197772326,17.010598389374223,4.5841194752109935,17.326984912437567,26.628630053187308,22.3642195846393,8.76091465793645,11.400522494637453,10.140041725975792,25.467111719589454,22.64405146598631,41.88315091279742,27.746380001887914,24.56560714235195,28.61666318535996,16.62543645705172
