50 deviation,90 deviation,130 deviation,type,participant
-8.646780092122151,-11.458973640595365,-14.551252550427897,passive,ab_1905
-10.26970576997618,-11.772669529042698,-12.377583635472934,passive,ac_2605
-17.86763329307121,-28.521693187022883,-32.51397868848332,passive,ah_2505
2.2591963836587894,0.7626966235562929,0.13284702889728273,passive,ca_0205
-5.670840563436241,-6.315031066457384,-7.923937928201049,passive,cl_1105
0.5157739823276977,-4.635995292754988,-6.593137225900858,passive,dp_2005
-7.494093533504728,-13.28365526184748,-7.64884267396191,passive,dr_2705
6.053524246320644,-0.38413279068869954,-7.134182802454344,passive,hf_1805
1.3760565265780251,1.7598001838285278,-2.094795452153731,passive,ho_2405
-8.543894878983076,-10.165079309297864,-7.080739065523713,passive,hr_1305
-2.1614886170951344,0.8244257017719878,-9.440484399237462,passive,jm_2605
1.8532252920446952,-2.9750358952178826,-14.027238295775206,passive,jw_2505
4.837254389000956,-2.55709277041818,-13.858948976437983,passive,ka_1905
8.266291949364174,2.9186729404876566,-0.017366501445968296,passive,mi_1905
-9.171712289483683,-19.99015043019748,-18.3484764011983,passive,mr_2405
1.1663979967844362,-9.612411552207677,-19.243755755071454,passive,ns_1905
-8.39038406129639,-9.288846121643012,-18.480630060510958,passive,ps_1705
-6.579302854206855,-6.7138904154693915,-4.868450965258267,passive,ra_2505
-2.8704043711938816,-15.703184576548125,-14.432418325474352,passive,sj_1805
-4.564770332797115,-7.329750403656715,-5.182075647857783,passive,sk_1705
-1.278302462576253,-7.132563691496308,-5.814069144380863,passive,so_2405
