50 deviation,90 deviation,130 deviation,type,participant
-11.89876403197665,-15.285617855925873,-15.004399457721531,passive,ag_0906
0.4910546957656961,0.17551467777677773,7.329218337204869,passive,as_1601
3.5969648917825174,1.8415371023652323,4.325269549875517,passive,ay_1506
-15.915890893838474,-5.441031860483145,15.324892101747995,passive,az_1306
-6.529045932682761,-5.8392049668202075,-1.2564676370376695,passive,bd_3105
-4.56715275081703,-5.076149745486307,1.9945917999151235,passive,bh_1506
-12.827168708901155,-11.28388982550413,-5.101297754836571,passive,cf_1706
8.335098049121907,5.11170204476691,8.792390797319431,passive,ec_1706
3.181398989079708,-1.5810531546789757,1.2355232652128858,passive,fs_1011
2.5530546744621696,11.430296320900604,9.761503140819073,passive,gs_3105
-11.370966770105975,-9.818196397698264,-3.5932847091425923,passive,ja_1606
-1.6616790366013006,-5.423265889832609,-11.026208751680182,passive,lw_1306
-9.706410923959462,-6.032378419477105,2.7809946611825174,passive,ma_1506
-5.306781275257052,-4.538388097983507,-12.751772434032933,passive,na_1601
-26.8205768595464,-14.261908586853934,14.740592421631636,passive,nj_1406
-16.54230549503912,-4.5856427736098055,2.643280951928716,passive,pa_0416
-15.752196471053646,-15.778431613349197,-16.399123009011024,passive,pe_0416
-15.913382006087042,-3.2884251681111807,1.723697984620444,passive,sa_1406
-23.514800085008474,-21.316296274205495,-3.5161598335184756,passive,sm_1601
2.7879312622559507,4.2296331413908606,11.169747271994813,passive,zw_2609
