participant,exclusive,inclusive,awarenessRatio,active_means,prop_means,pred_means,awareness_score
ad_0206,7.8279109327294565,53.219101136685154,0.8717724149409871,-2.37165338049388,-4.641292200470948,2.269638819977068,1
ap_0106,18.086342818543717,25.32184830379279,0.5833426284092025,-11.55061604739714,-16.349982219030903,4.799366171633762,1
cg_2206,6.90389625328079,34.057046796739165,0.8314517259807711,-9.505860894367888,-5.29335725115508,-4.212503643212808,3
dd_1506,21.840378684361948,29.30349442389331,0.5729619726270468,-5.952008637472201,-11.746105433393025,5.794096795920823,1
ej_2106,22.182376444171357,55.61917825959052,0.7148851776981419,-14.368739047327173,-6.947468486324154,-7.421270561003019,1
ho_1406,10.721999001396496,10.87856738828549,0.5036241731828796,-5.97897752738164,-4.150494478753342,-1.8284830486282981,0
id_1105,18.785705099445213,9.627378519576425,0.3388361027147087,-7.243224092809938,-5.272096380094735,-1.9711277127152034,1
jl_1406,11.12979364421416,47.155413688184865,0.8090459971988907,-4.950865064383432,-6.789844670930329,1.8389796065468964,3
mb_1205,15.312201048396007,50.75708616065903,0.7682402566271758,-5.51747053551837,-2.077251426966346,-3.4402191085520246,3
mc_0806,22.87897659396735,35.6655248586645,0.6092036651387551,-7.624566007198399,-5.94535332074679,-1.679212686451609,1
nb_1505,6.18154854733254,53.44496046281154,0.8963288535593977,-3.3782223018531123,-2.6288687040931333,-0.749353597759979,1
pb_2306,20.22401828997113,20.67906914575216,0.505562548994573,-3.9740237776212717,-1.1677035429963853,-2.806320234624886,1
rd_3105,8.982988418874534,40.16764121283407,0.8172355372416363,2.576439609365456,1.6741476642316169,0.9022919451338391,3
sc_0106,18.58425580277221,22.411220376401037,0.5466754497118517,-15.33576003304205,-13.437253452051246,-1.8985065809908033,1
sh_1005,15.704845284033489,44.716121554602644,0.7400762333715084,-11.75302418030349,1.8005714844957985,-13.553595664799287,3
ss_1005,13.98360692551455,15.373136106797118,0.5236662694453736,-3.3095800424321857,-10.66364602560249,7.354065983170305,1
ss_2505,14.738201881188786,32.852634523118574,0.6903142916846307,-6.651899971504808,-2.788870399584065,-3.8630295719207433,3
ts_1505,18.8638709112317,33.76938521833084,0.6415978736942246,-10.838554774039736,-6.3201618640576,-4.518392909982135,3
ud_2605,19.65389097913718,51.84367364513047,0.7251110428387059,-7.003944033158234,-12.170765588387033,5.166821555228799,3
yl_1005,20.304310113989608,-5.993044111125393,-0.418764077889822,-21.85105226659581,-12.86594972235678,-8.985102544239032,3
