50 deviation,90 deviation,130 deviation,type,participant
-11.89876403197665,-15.285617855925873,-15.004399457721531,active,ag_0906
6.4320831085315024,3.258881534436657,1.079712954138258,active,as_1601
-1.572929201591359,-3.8376921245048665,7.140586075008785,active,ay_1506
-2.8979263205436125,-5.262788093399221,1.2816051264255652,active,az_1306
-17.3465111014138,-9.783027754119527,4.091555553452235,active,bd_3105
-1.1563400701230484,-2.7831468932746994,1.4770494103609015,active,bh_1506
-16.495306662873674,-8.809148209785553,-7.367639806297783,active,cf_1706
2.6429035097491256,7.073340290620629,8.931132887082464,active,ec_1706
4.223182539052272,-2.8417882203648723,1.818904913885538,active,fs_1011
2.429584843469159,9.367237376811971,8.87062948798383,active,gs_3105
-18.905746230904974,-8.068514997314551,3.965982812117929,active,ja_1606
1.8212865903540911,-1.1495687477478018,-9.487695571617511,active,lw_1306
-12.710298639989691,-2.9406831644970333,1.9210748190166416,active,ma_1506
0.3557584863743989,-3.8175940608453565,-13.91826642757828,active,na_1601
-16.735620255475204,-9.927576745520494,12.963926028799488,active,nj_1406
-8.238307683263592,-3.893107433036499,-3.48448610870344,active,pa_0416
-8.53124734952757,-11.546416261783957,-13.575858251651876,active,pe_0416
-4.524414949366424,1.5343797590712887,3.045718534460219,active,sa_1406
-10.62674228639119,-14.07100238392354,-7.068870461911566,active,sm_1601
-0.432625935067545,4.609130413945979,9.404290426642179,active,zw_2609
