ad_0206,ap_0106,cg_2206,dd_1506,ej_2106,ho_1406,id_1105,jl_1406,mb_1205,mc_0806,nb_1505,pb_2306,rd_3105,sc_0106,sh_1005,ss_1005,ss_2505,ts_1505,ud_2605,yl_1005
7.511690601035287,-3.8277826480656216,-5.173944716114146,,-5.571206276155564,1.141476149896718,,1.5355132102671405,5.273928157362011,-7.500051077784043,0.061631738481572995,-7.052381612556196,,,2.716085496723963,-4.482744980317051,,3.6346587876260372,3.7162497978071976,-7.009242256759293
43.92389006805092,60.413424536898134,-4.925108492981323,100.09312768987309,-12.790308022411043,15.464839480715533,66.61666954888302,-6.77229225140422,21.608713118907588,21.234179670145167,-22.423613889795238,12.296784591664569,9.099091089841025,,13.461958361821054,2.431591518073219,,12.205037318397626,-70.0954198794824,
7.54416925030327,26.349150000613434,34.905447806109315,-22.93301671251696,11.056802773619552,17.290804040455114,1.9440706381365658,39.08653327435845,61.050090333243645,26.155344955291724,-10.261046077953367,24.70681545230967,26.46172253010519,38.859844064152824,0.7396293554251088,13.050076250889077,34.3881656504024,4.036544661687579,21.22581286671481,
23.22967682842159,36.040624099399366,37.85219962349264,22.998340763701577,-56.40119909274708,,79.17225499129809,50.6407820232859,37.81364535313767,18.733097090508437,-6.960578775677398,37.479564352261356,10.067391561784603,40.48998583852706,60.19927179062122,29.515816975316355,,,-3.690212716284563,20.4323496388766
43.314582557944675,54.710292711638346,70.21390290324186,75.503545910605,64.59815756364934,42.817876136191174,26.13705921595249,29.813433062962478,6.219765410797098,-0.7198831610528273,-2.1523519609994466,-0.8647815093702462,6.439196675814383,22.336211443135873,48.36224119051252,42.27401830441835,16.841880306459416,75.5396084514794,33.122030733595984,10.511494620806406
63.600314327318,83.2987797968934,,-6.819171730652485,54.39864841469907,14.997668797764774,33.118719598352385,13.278229627654753,67.58506396851837,34.051328517955994,0.7459472683196822,27.98234236141588,13.412647448796122,44.71326505233539,32.5359854966634,32.73014164465443,,23.219310214431083,50.75093139780566,4.817554992480659
41.603881621481236,47.846549254818,39.194520360190054,55.60441331567726,83.03187713379738,27.12254807647075,16.108141750284204,47.60332701696702,48.862041780104306,51.88659486687007,29.596683795914437,38.540009404880614,11.185533194511795,,47.135449333365074,40.62354879267605,12.330757036409352,73.10644467545302,46.20816718144204,42.9936885744011
50.51227448279789,-4.19974946750316,46.1720714649349,9.765541618929262,56.978172419503835,38.633830024729846,43.30851904033358,49.66730657160461,77.57848195192605,22.614509768686887,13.787369224652917,79.80116663836563,,34.771646286989395,68.79959325313234,39.05849538472816,16.144772861308965,77.35399424767222,40.514198797548545,12.503138328095798
76.19292415545301,46.887190339467224,41.55505337868873,20.677598038260285,71.87529347799578,16.03050591421661,24.936902150439366,34.603077958499796,60.126107510616066,25.844721869250797,-38.06398291026494,8.078389926590418,23.092219031369865,37.36565296285748,25.506780762677955,4.055806644751513,,42.486512598553944,17.325069532871126,8.58114633158253
76.45058869277842,56.28388864091838,45.308442032354165,11.61546111034842,76.26027002677914,15.471850211965986,37.747298750083786,52.15610562732024,58.77873635714053,26.255937753306966,-7.031446261709604,81.546944593349,35.516122272815764,,35.45748713646438,47.8792567963244,28.011107890948892,47.10666051537909,23.85952129681006,25.877189338703708
43.98730563173959,10.368685388207908,77.66587048562727,26.893235434813647,58.484640018241635,39.40391046922093,29.89423905047921,41.869175281055135,55.179182717845066,42.403226318787404,-8.294325355571633,38.73953300770132,26.720978956725883,,64.80925250481505,21.959851111643054,,39.25815006344624,34.207231372197846,25.953080413282905
42.88015737038705,23.061736336137415,57.54456892367632,28.35102565557436,44.34041706109964,33.473778842571946,30.118008628498586,56.557193915572526,33.41093646980478,-13.357750388746865,-14.48854416680657,34.565163707952266,31.105591236050174,27.958409317673144,44.68935857828299,14.188447962101776,12.2733429745672,60.47145045298421,49.23304245772103,8.129381160425087
42.88919757740527,,54.27435848578778,21.701768608852902,66.57177856800091,40.78966035902698,27.240532061669978,45.70719108497777,45.23352543921965,31.929029322626405,-19.398656786791147,98.31050175674432,23.000117340947085,34.01738064247799,36.97721080160169,40.82231981823281,,55.14718955657635,33.39999375154824,3.8878776077701644
46.037737781032206,54.60016143608078,86.44749379642917,44.47025320683029,60.87311548744985,41.17388921188292,27.92721665311541,38.557690797876774,37.89136949623692,9.358956054921968,0.7146944161730602,-5.742824713037081,45.6133178714079,,56.916162846586175,6.189876280511051,15.445725701476505,39.45388658398911,22.217212540353827,18.39981547652555
45.62234935353757,30.821470073573465,47.67906540767497,29.72478066460583,71.53937612015,24.97708504424058,38.48597842401912,63.49450078704275,40.35823902478205,43.681731633163636,23.604363081583934,39.4700143708777,28.11819721770939,29.040116368616467,26.016432411792664,24.432197559397565,17.85278306027699,57.913513832132566,34.36865049695232,26.573872599607988
51.865362408998664,,52.42917401276813,29.36866194616148,81.63527734009402,28.938507551539786,33.92326283542786,47.61254807825458,58.49433252605169,31.94460533740508,72.20655073610956,5.293324828157083,36.018339834488046,44.818871672883105,20.81819365374639,32.84319779033976,17.834024213245556,53.904177610418394,43.044397354920314,19.92609150799436
