50 deviation,90 deviation,130 deviation,type,participant
-4.417147685576849,0.1194390899099938,-1.1954843975691898,passive,ar_1908
-7.581855370086562,-2.5338975233715035,8.762022611417956,passive,cp_1201
-2.7805994269686143,-4.923703279460265,-3.9064964829005797,passive,cr_2106
-13.820380849367906,-4.388137390937772,8.814025788367173,passive,cr_2206
-11.761515071436516,-12.025813632245338,0.05638726088761905,passive,fk_2510
-21.376727808675035,1.8726581235505655,6.974964427451296,passive,ja_2610
-18.863484638460452,-13.021515692043103,-7.236711176393864,passive,jl_0211
7.719792737977955,5.962959970783058,7.661173300601304,passive,jy_2206
-4.426266841883274,-1.3601165371578023,-1.4802664496713165,passive,ls_1201
4.462365584491531,-0.11472857134283222,-2.4726413842574857,passive,mc_2110
-0.6530806824885098,-3.997507667703665,-5.522622603530566,passive,ms_2410
3.9034317232898883,1.2759279408717172,4.0384215321922445,passive,ns_1311
-18.376835746598587,-4.278855784105999,9.866942393796352,passive,oi_2006
0.5517507188120162,1.6672348804581836,-2.0482481346349624,passive,pa_2006
7.845662572213192,2.6215116694073877,-6.8245236723640055,passive,pn_2106
-4.099636046305897,-0.34470763077827987,0.021731369767748098,passive,ps_2610
0.8063172540436984,3.720543921540095,3.661336188728586,passive,rk_1201
-2.608624111654527,-7.175039329312426,-9.53616944151964,passive,sk_2410
-9.571490997742623,-11.957654899707526,-13.369439218003224,passive,sm_2510
-16.33500237386979,-1.3682859187654193,8.695675019284582,passive,va_0202
