50 deviation,90 deviation,130 deviation,type,participant
-2.2946496083799994,-6.316007218357143,-9.556231594854545,passive,ag_1606
5.755558932474771,0.4301823442987107,-4.3003724470489,passive,ak_0106
-1.079228285095847,-2.8133293153999843,-4.380314359013354,passive,ap_1705
-6.242075034557438,-3.202291794067045,-0.7543897892758731,passive,at_1605
9.039046250591447,1.3169857476131828,-10.318541922448912,passive,bg_0705
3.7902677658504595,-6.573008271224543,-10.07351943416139,passive,cn_2205
-9.942454524236645,-2.613696176460458,-4.194564398222415,passive,da_1505
0.602499676799015,-3.406334340174038,-3.6002155072526882,passive,fm_1406
-0.7862556292247467,-1.9157796052213008,-1.4820762362555793,passive,he_0906
-7.649146751090995,-0.9361162816084553,-3.600999641729155,passive,im_1705
-9.184567576918141,-7.371982448608568,-5.746852459110528,passive,mb_0206
-5.919998318094693,-6.761510508009985,-7.0904262078403715,passive,mp_0906
6.283799517021885,-13.708492818612873,-9.97102080668321,passive,mw_0706
-2.582812095915445,-0.3663636873961593,-2.746617613947299,passive,nj_3105
2.139499189994437,-6.641624143706454,-4.673488984169063,passive,ns_2405
-9.361463739240605,-5.992499740714139,-1.2172978948108995,passive,pa_0906
0.9570061546765534,1.1910576804735218,-5.217018238144659,passive,rr_2206
0.3962501314471423,3.245024309295579,3.887728920000108,passive,sa_2106
6.641821474559881,2.0115718726117437,-4.2121407483066005,passive,sd_2505
-2.459740955343075,-0.9129816451278359,-5.209532469778891,passive,sm_1805
7.994739850045784,-7.5771806297089235,-7.954702298549881,passive,tp_2405
-12.89826461547493,-6.785424991391427,-5.922144904383768,passive,vb_0706
5.861795584435828,-1.293635050240114,-3.7286882878408973,passive,ym_2206
-7.562938151995857,-19.034282920468154,-16.317043435512776,passive,ys_1605
