ab_1905,ac_2605,ah_2505,ca_0205,cl_1105,dp_2005,dr_2705,hf_1805,ho_2405,hr_1305,jm_2605,jw_2505,ka_1905,mi_1905,mr_2405,ns_1905,ps_1705,ra_2505,sj_1805,sk_1705,so_2405
,,10.41066500983294,1.2764466581506646,26.053338823681116,48.77243630380797,28.25039540089695,0.33340023333889235,12.840552370419651,19.458721280834,38.624319819331774,37.35500355138362,17.293618964119013,35.09404260177457,,20.363080539192758,20.416004916718165,,27.331181817087554,20.65306474299453,42.65802644594022
30.824677329645667,,,12.723476706676365,-1.8380848672023866,3.8402337335167687,-20.33365711073411,20.431305189110375,42.06448524931099,2.0986744622854765,35.24467287116765,3.4491467609869133,18.23071943695338,29.194486172876367,7.579476269816784,27.262286669268036,,23.52451110238504,5.777334818902659,26.4241931713469,43.96899262144076
30.539183642176084,35.370783810792304,64.51146626068416,40.77121535373618,27.90482768111977,14.775122924883448,39.97638965515525,19.618045622938876,6.995462130807752,15.65767470583517,26.553962425179336,6.909964882270003,27.396899115849955,4.983689487175607,-3.852182128690231,16.077112043299184,5.019612593277742,25.90176737424298,13.008181280081885,29.798030179752445,16.972675230444437
19.102187213487532,22.915616285614973,26.2923769197258,15.066832662971734,19.657541547860387,19.5662714375227,19.642458523887015,11.89151275950961,14.76318179110335,23.17003222104308,18.096196495449316,12.512487093742322,32.88584202175978,8.38353525737724,11.202002963154289,33.58686108445695,46.3668124016348,24.630278809196817,12.875987315254925,60.506017194113966,22.587843852783237
10.481885197728602,12.321528344390153,6.37767290933607,8.21716466825453,5.689372188868148,16.19523472549951,18.57150289228543,53.207413950189334,18.04982689697521,27.10704984066724,14.822958508873612,32.33623872502501,15.453436413740278,10.962256426249184,10.518648771514528,16.25237909793329,13.026718339016895,15.218872885779362,20.523513365912308,16.203491777150532,10.784570028476125
26.169257079519767,11.492902573796101,11.586357841957366,12.501215534717545,16.11679428809532,20.509242694651903,18.981912709845904,22.2635126336029,25.999068524334994,0.944927578917742,25.15959261435175,15.237418462344806,32.50434811349448,43.48247183763485,31.96433132641232,9.344276276032673,40.97178436488232,,11.62619510822546,28.837306508577115,32.40470963963743
22.438490128500753,13.818172256287639,22.951596566285872,19.008848880416366,28.816361100204105,22.251902469653928,6.2102881214864425,28.267397680165967,34.88612321291746,17.123370726618134,15.16074146147453,16.785913744618483,36.27712608754387,28.00228190483158,17.280971270359377,20.339276780089595,38.5313584881211,27.716938656960025,19.784522808926994,10.532051804543642,25.25962497817028
19.519649263321682,10.238691237954527,27.90966869461292,14.96985743522539,16.96685109829218,17.422936736141317,30.281944497445554,22.543842631007564,24.634987071208247,12.877857344340931,23.519046577514235,14.543073436183448,12.497949579368438,5.222242566694952,13.23275954624716,30.430794677194307,26.74238726243499,10.34229779793661,17.811726754526987,45.66977365914968,18.139117431293997
8.426570656036816,10.512753954476949,3.8563023271019006,25.053612684107662,19.935061603027517,11.694847348481716,29.152530480020637,17.123598983423292,17.84509698896737,22.191569526536735,26.298363978095267,29.086314144286618,30.664506139755964,7.252573607715306,15.652364113242498,22.099851815778322,9.214697617246692,15.182708440815766,16.836143927341283,31.482911842998035,29.609540673614248
18.55982206709716,24.018300918198406,32.5673771558709,21.80158193366779,5.950231027967902,18.870531501522933,19.173388517067693,24.60957876017461,20.72264348054671,9.87486280974624,18.425318784564908,18.94494857290178,37.03189841005597,21.162132102497072,11.955692760432726,21.352428711715003,15.153865026419254,43.652344205044706,27.205712338423595,20.667373825730316,16.815360955400948
